masked_word,target,original_word,wrong_guesses
myt_o_istori_,h,mythohistoric,['l']
p_ephthisi_a_,l,prephthisical,"['d', 'n']"
e__r__e______,s,extrasensuous,"['i', 'l', 'c', 'm']"
m__________t_,o,monocarbonate,"['i', 'l', 's', 'y']"
ov__i__o___c_,e,overinsolence,"['a', 't', 'p']"
di_________u_,l,diplocephalus,"['r', 't', 'n', 'm', 'g']"
___e__e___o_s,i,imperfectious,"['n', 'a', 'l', 'd', 'g']"
_ro_ero__no__,y,proterogynous,"['i', 'h', 'd']"
pr_sbyt_rsh_p,e,presbytership,['o']
p___cco__t__g,n,preaccounting,"['l', 'm', 's', 'd']"
bea__eo_sness,u,beauteousness,['r']
_ic_______i__,r,microperthite,"['n', 'a', 's', 'l']"
unfor_uli_ti_,m,unformulistic,"['a', 'g']"
m_______at_o_,i,myelinization,"['c', 'r', 's', 'u']"
___r____rm___,h,hearthwarming,"['o', 's', 'f', 'c']"
_l___m_st___l,a,alchemistical,"['r', 'o', 'g']"
_n_ertakement,d,undertakement,['i']
corpora_iona_,l,corporational,['s']
_quip_nd_ran_,e,equiponderant,['s']
___l__o______,e,theligonaceae,"['r', 's', 'p', 'm', 'u']"
_o___r__r____,i,polyarthritic,"['e', 'n', 's', 'u', 'd']"
reim__rsement,u,reimbursement,"['o', 'p']"
_en_i_in___le,z,benziminazole,"['t', 's', 'd', 'c']"
si_nific_t_ry,a,significatory,['e']
__u________nt,l,plumbisolvent,"['r', 'c', 'a', 'd']"
__r_______o__,t,straightabout,"['e', 'n', 'c', 'l']"
e__he___me_er,t,esthesiometer,"['a', 'n', 'c', 'u']"
_eco_pens_ble,m,recompensable,"['i', 'd']"
___c___t____y,i,descriptively,"['o', 'n', 'a', 'u']"
_n_________l_,s,insubmersible,"['a', 't', 'o', 'c', 'y']"
t___og_o___in,l,thyroglobulin,"['e', 'a', 'c']"
___tic___i_u_,r,verticordious,"['l', 'a', 'm', 'n']"
_edo_e_ri_i__,a,pedometrician,"['u', 's', 'g', 'z']"
c_ryp_aeni_ae,d,coryphaenidae,"['l', 't']"
u__a____a____,e,untabernacled,"['i', 's', 'g', 'm', 'p']"
un__nibl_n_ss,e,untenibleness,['a']
___u_o_______,s,pseudoparesis,"['n', 't', 'l', 'c', 'm']"
tr______l_t__,e,triphenylated,"['s', 'c', 'o', 'u', 'm']"
men_n_o_o____,c,meningococcus,"['l', 'a', 't', 'r']"
_o_co___gu___,n,noncontiguity,"['a', 'e', 'l']"
zygo_axilla__,m,zygomaxillare,['t']
_ham_erla_nry,i,chamberlainry,['u']
__ntification,d,dentification,"['m', 'l']"
ling____l___l,a,linguopalatal,"['e', 'r', 's']"
_______ed_e__,n,untrainedness,"['o', 'l', 'c', 'p', 'm']"
pr_import__c_,e,preimportance,"['h', 'y']"
fals_f_cat_o_,i,falsification,"['u', 'e']"
non_rau_u_ent,d,nonfraudulent,['g']
g___n___orou_,i,geminiflorous,"['a', 'p', 't', 'h']"
prem_lle___al,i,premillennial,['c']
p____p_p____l,o,prosopopoeial,"['t', 'c', 'n', 'h']"
_____n_r_____,i,platiniridium,"['e', 'o', 'c', 's']"
i_pruden_ne__,s,imprudentness,"['a', 'o']"
___________ty,i,unfamiliarity,"['e', 'o', 'b', 's']"
unmini___rial,t,unministerial,['o']
________i_it_,a,damageability,"['r', 'o', 'n', 'c']"
d______vene__,s,diffusiveness,"['a', 'o', 'r', 't']"
___o___y_____,i,idiorrhythmic,"['e', 'a', 'n', 'l', 's']"
___hla_______,d,dichlamydeous,"['n', 't', 'r', 'p', 'g']"
_oo_____erin_,g,woolgathering,"['s', 'd', 'c', 'b']"
pr__at__eness,i,privativeness,"['o', 'u']"
________p___l,c,microscopical,"['e', 't', 'n', 'h']"
__rpr___pr___,s,surpriseproof,"['n', 't', 'c', 'a']"
g_s_e_o___e_e,t,gasteromycete,"['n', 'l', 'i', 'p']"
g______i_y___,d,gastrodidymus,"['e', 'n', 'l', 'c', 'p']"
__p________t_,r,hyperaccurate,"['i', 'o', 'l', 'n', 's']"
s___h_r_n____,a,saccharinated,"['o', 'l', 'p']"
__n____u__i_n,a,pantagruelion,"['c', 's', 'm', 'd']"
h_m____h_____,o,hemiorthotype,"['a', 'n', 's', 'l']"
su______os___,e,supervenosity,"['a', 'l', 'c', 'b', 'm']"
_o________i__,e,foredetermine,"['a', 'l', 's', 'c', 'u']"
t______mi_id_,e,treponemicide,"['a', 'l', 'h', 's']"
protubera_t__,l,protuberantly,['c']
m____eba_ke__,n,mountebankery,"['s', 'c', 'i', 'l']"
____ge_______,y,syzygetically,"['n', 'o', 'r', 'p', 'u']"
s_______s_o__,t,steppingstone,"['r', 'a', 'l', 'u', 'c']"
_e____a__l___,i,perishability,"['n', 'o', 'm', 'g']"
m____rdi__r_m,a,myocardiogram,"['f', 'u', 'e', 'n']"
over_actat_o_,l,overlactation,['f']
__u_____n____,h,churchmanship,"['e', 'o', 't', 'l']"
____c_______y,i,unreceptivity,"['l', 'o', 'a', 's']"
unsu__ort_b_e,p,unsupportable,"['f', 'i']"
c__c_msc___e_,r,circumscriber,"['o', 'n', 'd', 'a']"
________o_m__,i,blenniiformes,"['a', 't', 'c', 'u', 'd']"
______ic___i_,s,hypotrichosis,"['e', 'a', 'n', 'l']"
_h____a______,m,thermoammeter,"['i', 'c', 's', 'n', 'l']"
ep__________e,a,epigrammatize,"['o', 'n', 'l', 's']"
________c_iu_,n,entobronchium,"['a', 's', 'l', 'p', 'd']"
a__h___n_ata_,e,archegoniatae,"['m', 'l', 'p', 'd']"
mo_os_roma_ic,t,monostromatic,"['d', 'l']"
__st__t______,a,gastratrophia,"['e', 'n', 'c', 'l']"
___p_yl__t__d,a,anaphylactoid,"['s', 'e', 'r']"
___t__tr_____,i,septentrionic,"['a', 'l', 'u', 'h']"
_a______i__i_,c,panpsychistic,"['o', 'r', 'l', 'e']"
_m_r__r___r__,i,impropriatrix,"['e', 's', 'b', 'u', 'n']"
_h_____h_l___,i,physiophilist,"['a', 'e', 'r', 'n']"
_v__a_b______,i,overambitious,"['n', 'l', 'd', 'y', 'c']"
_ymp__e__e__s,a,nymphaeaceous,"['t', 'i', 'r', 'l']"
c_e___o___i__,a,caesaropapism,"['t', 'n', 'h']"
__eff_c_c___s,i,unefficacious,"['r', 't', 'p']"
ine__i_i__an_,t,inequidistant,"['r', 'l', 'c']"
im___man_ntly,e,impermanently,['o']
___i__l___ion,a,semipalmation,"['c', 'u', 'r']"
_n_ergrad_en_,t,intergradient,"['u', 'm']"
pr_cipitatio_,e,precipitation,"['l', 'd']"
_____i__i___y,r,restrictively,"['n', 'o', 'a', 'g']"
_e______v___e,r,recontrivance,"['l', 's', 'd', 'p']"
th___d_nt_d__,o,thelodontidae,"['r', 'y', 'u', 'm']"
_c__bu__c____,l,scorbutically,"['e', 'n', 'm', 'd']"
_t_oc_ou_____,s,atrociousness,"['h', 'l', 'g']"
t_l_nc_p_alic,e,telencephalic,['o']
_te___i__h__e,r,pterygiophore,"['s', 'a', 'n']"
z_gzaggedne__,s,zigzaggedness,"['u', 'y']"
_____n_r_____,a,semianarchist,"['o', 'l', 'u', 'd', 'p']"
u_________b__,l,untravellable,"['i', 'o', 's', 'c', 'p']"
de_at__li_ize,c,decatholicize,"['r', 'u']"
______om_____,a,thanatomantic,"['e', 'r', 's', 'l', 'p']"
_c_a_a_h_he_e,t,octanaphthene,"['r', 'l', 's', 'm']"
__t___en___t_,i,pathogenicity,"['r', 'l', 'd', 's', 'u']"
__e___i_tib_e,r,prescriptible,"['a', 'o', 'n', 'd']"
_s__th_r_____,a,ascothoracica,"['e', 'n', 'y', 'l']"
d_l_c__u_____,s,deliciousness,"['t', 'a', 'r']"
_____duce_e__,t,introducement,"['s', 'a', 'p', 'l']"
___tr__ni____,o,poltroonishly,"['e', 'a', 'c', 'u']"
c___a_oc_rca_,l,cephalocercal,"['m', 'i', 'n']"
____nic_ln___,s,satanicalness,"['o', 'r', 'u']"
coun_eren_ine,t,counterengine,"['d', 's']"
a________a_h_,y,alectryomachy,"['p', 'g', 'i', 'n']"
s___c_cyan_de,i,silicocyanide,['t']
_______ri__i_,o,gonochoristic,"['e', 'a', 'l', 'p']"
___n__o_u_n__,e,magniloquence,"['r', 't', 's', 'p', 'd']"
_o___esc___e_,r,nonprescribed,"['l', 'u', 't', 'a']"
__c__t_mi__t_,a,decontaminate,"['s', 'r', 'u']"
c__c_m__at_a_,i,circumspatial,"['n', 'o', 'e']"
mi_ro__ph_lus,c,microcephalus,"['y', 'n']"
____ob_a_c_ia,r,dermobranchia,"['y', 'l', 'p', 'u']"
u_ta___s_ab__,n,untarnishable,"['c', 'm', 'p']"
_pl___h__li_h,n,splanchnolith,"['e', 'r', 'u', 'g']"
m__nd__n_f__m,r,meandriniform,"['u', 'l', 't']"
_as_opari__al,t,mastoparietal,['c']
spl__nis_n_ss,e,spleenishness,['a']
____i_ic__i__,a,amplification,"['r', 'e', 's', 'd', 'u']"
end__a_______,s,endogastritis,"['c', 'l', 'h', 'm']"
convu_sion__y,l,convulsionary,['e']
d_r_ctor_a__y,l,directorially,"['b', 'f']"
i_c_u_i_e_e__,s,inclusiveness,"['o', 't', 'r', 'a']"
___r__r_____y,v,overnervously,"['i', 't', 'a', 'c']"
hydr_c_rb__ic,o,hydrocarbonic,"['t', 'u']"
_isecti______,l,bisectionally,"['d', 'm', 'r', 'u']"
p______s_____,e,pennatisected,"['r', 'o', 'l', 'u']"
ac__________c,i,actinomorphic,"['e', 's', 'l', 'y']"
de___ental_ze,i,deorientalize,['m']
_________t__e,o,proparoxytone,"['i', 'c', 'l', 's', 'u']"
imp_emedi_a_e,t,impremeditate,['n']
____ll_c___l_,e,intellectible,"['a', 'o', 'y', 'u', 'r']"
rec_llec_e_l_,d,recollectedly,"['a', 'n', 'h']"
p_________i__,r,professorlike,"['a', 'n', 't', 'c', 'u']"
p___n____n___,s,potentialness,"['r', 'c', 'u', 'd', 'g']"
pl_t_n___t__n,i,platinization,"['u', 'e', 'c']"
_____h___a_h_,o,opisthography,"['e', 'c', 'n', 'm']"
n_n___jective,o,nonprojective,['b']
__c______p___,r,technographer,"['i', 's', 'm', 'l', 'u']"
__o_h__o__o__,s,esophagoscope,"['r', 't', 'i', 'l']"
_pe___to_po_e,r,spermatospore,"['i', 'c', 'n', 'u']"
non_orr_ption,u,noncorruption,"['e', 'd']"
____s____u___,a,translinguate,"['o', 'c', 'p', 'y', 'd']"
pli__tolob_te,a,plicatolobate,['g']
d_sob__gat_o_,i,disobligation,"['j', 'e']"
p_ef_ien_ship,r,prefriendship,['l']
w__shipa_ility,o,worshipability,"['e', 'n']"
ve_te__os_c__l,r,vertebrosacral,['i']
__x____a__a___,r,dextrotartaric,"['l', 'y', 'b', 's']"
_h____ngra__ng,o,photoengraving,"['s', 'c', 'd']"
_e_tareous_ess,n,nectareousness,"['l', 'm']"
_____n____c___,e,buettneriaceae,"['o', 's', 'l', 'p']"
h__h_h__i__r_l,e,hephthemimeral,"['g', 'o', 'y', 's']"
__eeve_e___e__,s,sleevelessness,"['r', 'p', 't']"
__co__________,n,incoherentness,"['a', 'u', 'l', 'm']"
_ra_erniza_ion,t,fraternization,"['p', 'g']"
antic_n_cience,o,anticonscience,['u']
d__b_______ess,l,diabolicalness,"['u', 'r', 't']"
equie__e__e___,l,equiexcellency,"['t', 'a', 'd', 's']"
p_yllo_pondyli,h,phyllospondyli,"['m', 'a']"
influ_ntialit_,e,influentiality,['o']
co_v__g__c__c_,e,convergescence,"['a', 'i', 'u', 'y']"
_n__pr_pr__t_d,e,unexpropriated,"['c', 's', 'm']"
pa__o_o_a_i_a_,l,paleobotanical,"['m', 'r', 'g', 'd']"
__r_m___tern__,a,acromiosternal,"['u', 'p', 'h']"
__t_o___ot____,a,anthocerotales,"['i', 'p', 'm', 'y']"
_o___________l,i,nonministerial,"['c', 'p', 'u', 'd', 'h']"
_i_i_c_____i__,n,disincarnation,"['e', 'l', 'm', 'u']"
_d__psyc__l_gy,o,idiopsychology,['a']
_ir__mv______r,c,circumvascular,"['e', 'o', 'n']"
tr_t__erc_____,i,trituberculism,"['a', 'o', 'n', 'h']"
eliza_etha_ize,n,elizabethanize,"['m', 'r']"
_r__ri__r_psis,t,arteriotrepsis,"['c', 'g', 'h']"
pre_egoti_tio_,n,prenegotiation,"['d', 's']"
th_r____r____c,i,thermoperiodic,"['a', 's', 'n']"
_i_e_cumbra_ce,n,disencumbrance,['v']
b_e_haroc_onu_,l,blepharoclonus,"['i', 't']"
n_m__m___c_ll_,a,numismatically,"['o', 'e', 'r']"
t___________ty,l,travellability,"['n', 'o', 's', 'c']"
_isco__ecte_l_,d,disconnectedly,['m']
a__r___i____ip,n,antrustionship,"['e', 'c', 'm']"
_n__ng__c___t_,u,uniunguiculate,"['y', 'r', 'o', 's']"
_ary___rr_a_ia,g,laryngorrhagia,"['c', 'b', 'e', 'p']"
_l___e___e_e__,s,blithesomeness,"['a', 'r', 'u', 'c']"
p__________t_c,e,phanerogenetic,"['l', 's', 'm', 'u', 'y']"
nonr__ignation,e,nonresignation,['u']
_ri_i__r______,l,triliteralness,"['o', 'c', 'p', 'd']"
n_n__i___n_i__,t,nonexistential,"['r', 'd', 'c', 'u', 'm']"
sco_ior_chitic,l,scoliorachitic,['p']
___e______l_t_,i,inseparability,"['o', 'u', 'c', 'd']"
___r_____c___y,l,thermionically,"['p', 's', 'u', 'g', 'd']"
p___yu___h____,s,picayunishness,"['r', 'o', 't', 'l']"
s__o_i_ic__io_,a,saponification,"['r', 'l', 'd']"
____tit_tive__,s,substitutively,"['a', 'n', 'o', 'r']"
_c____lle_ce__,t,scintillescent,"['o', 'a', 'u']"
i_pe____u__b_e,r,imperscrutable,"['n', 'o', 'd']"
unt_an_mutab_e,l,untransmutable,"['i', 'k']"
tr___cor_or_t_,a,transcorporate,"['i', 'y', 'm']"
eve__og_a_hou_,t,eventognathous,"['r', 'i']"
_u__________s_,l,multimetallist,"['o', 'r', 'n', 'c', 'p']"
pa_ta_tomatida,n,pantastomatida,"['c', 'r']"
_a__o_a__o_o__,l,paleopathology,"['r', 'm', 's', 'u', 'c']"
_a__o_a_a_____,l,laemoparalysis,"['c', 'n', 't', 'g', 'h']"
_r__s_______ss,i,transitiveness,"['l', 'o', 'p', 'd', 'c']"
cu___c__u_____,s,curvaceousness,"['l', 'i', 't', 'm']"
__ead_an_e_en_,r,preadvancement,"['s', 'g', 'l', 'h']"
comp____onle__,s,compassionless,"['t', 'r']"
___r__r______s,l,ultrafrivolous,"['e', 'n', 'c', 'p']"
fa_fet__e__e__,s,farfetchedness,"['i', 'l', 'u']"
_u_tr_n___r_nt,a,subtransparent,"['i', 'l', 'o']"
epi___e_______,u,epituberculous,"['a', 'n', 'y', 'd', 'g']"
__rm__________,o,hormonogenesis,"['a', 't', 'l', 'c']"
___an__ropical,t,theanthropical,['s']
elec__ol_zable,t,electrolyzable,"['i', 'u']"
re_r___x____ry,l,retromaxillary,"['n', 'p', 's']"
_a_io___gma_i_,r,nasiobregmatic,"['d', 'y', 'l', 'p']"
d_st__p_ratur_,e,distemperature,['o']
p_o_o__d_og___,r,photoradiogram,"['e', 's', 'n', 'y']"
c_u_tercurre_t,n,countercurrent,"['s', 'l']"
sy__hro_iz_ble,n,synchronizable,['t']
_e______z_____,i,persianization,"['l', 'c', 'd', 'm', 'u']"
__s_o_____s_ry,i,histochemistry,"['n', 'a', 'u', 'd']"
____y__c_y_o_s,l,platydactylous,"['r', 'e', 'i', 'n']"
_____ococc____,m,pneumococcemia,"['r', 'l', 't', 'y', 's']"
_p_a_ri___ri__,s,sphaeristerium,"['l', 'o', 'n']"
_ui_o___iimi__,n,quinonediimine,"['r', 't', 'g']"
trans_er_at_on,i,transverbation,"['m', 'p']"
tran_f_rmati_n,o,transformation,['u']
c____ific__i_n,a,classification,"['r', 'e', 'u']"
_elargo_or_hae,p,pelargomorphae,['c']
pe_cuta_e_usly,o,percutaneously,['g']
_ege_oa__a_o__,l,vegetoalkaloid,"['s', 'r', 'u']"
asso__ab____ss,e,associableness,"['t', 'r', 'v']"
ly_opo_ia__ous,c,lycopodiaceous,['r']
bi_y_______an_,c,bicycloheptane,"['r', 's', 'm', 'u']"
t_tragonaln___,e,tetragonalness,"['i', 'u']"
d_scompos__g_y,i,discomposingly,"['e', 't']"
un_re____er_u_,p,unpreposterous,"['i', 'a', 'f']"
_e_ep_______e_,c,receptaculites,"['o', 'n', 'd', 'b']"
p_lm___s___s__,a,palmanesthesia,"['o', 'u', 'r', 'y']"
o_onto_n_tho__,d,odontognathous,"['y', 'i', 'r']"
m_c______m____,r,microtasimeter,"['n', 'l', 'u', 'h']"
_upr_______t_l,a,suprasegmental,"['i', 'o', 'c', 'd']"
_em_membran_u_,s,semimembranous,['h']
pr______t_all_,i,presidentially,"['c', 'u', 'o']"
_____omo_a___a,n,cryptomonadina,"['e', 'h', 'l', 's', 'u']"
pe_______e_e__,r,perdurableness,"['i', 't', 'o', 'v']"
amp_i_baeni_ae,d,amphisbaenidae,['o']
_o_____i____l_,e,nonpredictable,"['s', 'y', 'u', 'm']"
__s________o_s,i,testudinarious,"['c', 'l', 'm', 'p']"
undis_inc_n_ss,t,undistinctness,['h']
____h_l_______,n,nonchalantness,"['i', 'r', 'p', 'y']"
__s_s___a__ca_,t,unsystematical,"['o', 'p', 'g', 'r', 'h']"
______r_n_n___,s,despairingness,"['t', 'o', 'l', 'u']"
p____t_______t,l,palaetiologist,"['r', 'n', 'c', 'm', 'u']"
_____e__u_____,i,antirecruiting,"['o', 'l', 's', 'p']"
teretipr_n_t_r,o,teretipronator,['u']
___r___a_e_ess,n,unordinateness,"['l', 'v', 'c']"
_cz__atization,e,eczematization,"['y', 'r']"
__t______n_r__,m,metafulminuric,"['o', 's', 'h', 'p']"
____x___s___l_,n,nonexpansively,"['t', 'r', 'c', 'u']"
____do________,u,pseudoperculum,"['i', 'a', 'n', 't', 'h']"
_______e__a_ed,n,nonimpregnated,"['u', 'c', 's', 'l']"
l___ngo_____on,s,laryngofission,"['t', 'e', 'c', 'm']"
parallel_pipe_,d,parallelopiped,"['s', 'y']"
_n__fr_____n_l,i,antifrictional,"['e', 'u', 'd']"
____op___m_t__,a,sarcoplasmatic,"['e', 'n', 'h']"
p__po__f__n___,s,purposefulness,"['i', 'a', 't', 'd']"
v_l_______ical,m,volumometrical,"['n', 'g', 'p']"
_l___li___i__l,a,planolindrical,"['t', 'e', 'g', 'm']"
_hotocatalyt_c,p,photocatalytic,['r']
___e__p_e__b_e,i,indecipherable,"['t', 's', 'o', 'u']"
p__yp_agmatist,l,polypragmatist,['h']
pa_amela_on_te,i,paramelaconite,"['g', 'y']"
_ele_ype_e__er,t,teletypesetter,"['n', 'h']"
___min____i___,l,terminological,"['s', 'd', 'u', 'f']"
c__cu__o____on,r,circumrotation,"['l', 's', 'p']"
calo_er____dae,t,calotermitidae,"['h', 'p']"
_ele_l_gically,o,teleologically,"['s', 'h']"
_u_______n__n_,a,duotriacontane,"['s', 'g', 'l', 'p', 'm']"
_x_____fac___n,e,expergefaction,"['u', 's', 'l']"
sch__l_eacher_,o,schoolteachery,['z']
r_ync_ocep___i,h,rhynchocephali,['s']
__nt______t___,a,panthelematism,"['r', 'o', 'c', 'u']"
___tr___t_____,n,nontraditional,"['s', 'e', 'c', 'u']"
__miconn_ction,e,semiconnection,['u']
s_pe__n_en_en_,t,superintendent,"['c', 'o', 'g', 'm']"
_up_rdramat__t,s,superdramatist,"['n', 'o']"
mu_titub__cu_y,l,multituberculy,['a']
_o______u__z__,l,postinfluenzal,"['r', 'd', 'c', 'm', 'g']"
u_power_ul_e__,n,unpowerfulness,['g']
h_____du_d___l,a,hepatoduodenal,"['i', 'r', 'c', 'y']"
po_tentou_ne__,s,portentousness,"['i', 'a']"
non_on__n_io_s,t,noncontentious,"['d', 'v', 'a']"
d_sembo_elmen_,t,disembowelment,"['v', 'g']"
inq_isi_o_ship,t,inquisitorship,['d']
th_cke__yes_ue,a,thackerayesque,['i']
_c____c_____g_,o,sciomachiology,"['e', 't', 'r', 'n', 'p']"
e______ec_____,a,esophagectasia,"['n', 'r', 'l', 'u', 'y']"
non_xt_nuato_y,e,nonextenuatory,['i']
m_mm_______ll_,a,mammogenically,"['r', 't', 'u', 's', 'h']"
_ubh_r_ble_dic,n,subhornblendic,"['a', 't']"
__pp_n______n_,a,wappenschawing,"['o', 't', 'u', 'r', 'l']"
spon__nbl_st_c,i,sponginblastic,['d']
a____ot____t__,s,arsenotungstic,"['h', 'p', 'l', 'm', 'y']"
_n__te_ygotous,a,anapterygotous,['i']
su_erelev_tio_,p,superelevation,['b']
___umniousness,l,calumniousness,['r']
noncur_a_l_en_,t,noncurtailment,['b']
p_r_c_____n___,a,paracelsianism,"['o', 't', 'u', 'y']"
plur_gla_dular,i,pluriglandular,['o']
zy___p_r_p__r_,o,zygosporophore,"['a', 't', 'm', 'i']"
________a__i__,n,noncontraction,"['e', 's', 'l', 'g', 'p']"
u_____r_bu___g,n,uncontributing,"['e', 'a', 's', 'd']"
__t__t__u_d_n_,o,orthotoluidine,"['g', 'a', 's']"
_nm_n_____n___,e,unmendableness,"['i', 't', 'o', 'r', 'c']"
_ua___ge__n_u_,i,quadrigeminous,"['t', 'y', 'l', 'c']"
__ph___g__th__,s,siphonognathus,"['e', 'l', 'r']"
__s_e_f______e,r,misperformance,"['t', 'l', 'd', 'u']"
c_ca______ca__,l,cycadofilicale,"['t', 'n', 's', 'r']"
_et_og_a_ato_y,r,retrogradatory,['m']
r__i__ri___i__,t,redistributive,"['a', 'n', 'o', 'l', 'c']"
__v__s__o_____,i,diversifoliate,"['n', 'u', 'c', 'y']"
_______l_ngis_,a,hypophalangism,"['t', 'r', 'e', 'c']"
unin__o___n___,s,uninclosedness,"['t', 'r', 'a']"
p__ipa___i_a__,t,peripateticate,"['l', 'o', 'n', 'y']"
____el_be___te,r,rammelsbergite,"['n', 'o', 'c', 'd']"
s_l____s___o_s,u,sulpharsenious,"['t', 'f', 'c', 'm']"
e__r__r__c____,a,extrabranchial,"['o', 'y', 's', 'p']"
_a__o_i_i_a__y,l,pantomimically,"['r', 'f', 's', 'g']"
p__r__________,l,plurifoliolate,"['n', 's', 'c', 'h']"
un__war___n___,s,untowardliness,"['h', 'b', 'g']"
__te_c____t_o_,r,intercursation,"['l', 'm', 'p', 'd']"
_er_oni_i___or,a,personificator,"['m', 'd', 'l']"
a_tip__astical,n,antiphrastical,['e']
_lo__ip_onidae,s,glossiphonidae,"['c', 't']"
s_miall__ianc_,e,semiallegiance,"['r', 'y']"
____t_f_cat___,i,renotification,"['g', 'u', 'l', 's']"
_c___e__e__i_e,r,schorenbergite,"['a', 'v', 'l', 'p']"
m__a_______a__,p,misappropriate,"['l', 'n', 'c', 'g']"
antejenta__lar,c,antejentacular,"['b', 'p']"
p_e_end__yship,r,prebendaryship,['t']
ny___p__h___n_,i,nyctipithecine,"['o', 'a', 'm', 'g']"
_xt_a_______ic,r,extraembryonic,"['l', 'p', 's', 'h']"
_x____m_n___o_,e,experimentator,"['l', 's', 'u']"
s__e_ab___a__e,u,superabundance,"['l', 'i', 't', 'o']"
_ryt_r___y___n,l,erythrophyllin,"['a', 'c', 's']"
su________ss__,r,subintercessor,"['l', 'a', 'p', 'd']"
pros_r_pt__ely,i,proscriptively,['u']
pl__entifer_us,a,placentiferous,"['m', 'b']"
h_po_eocarpo_s,g,hypogeocarpous,"['d', 'l']"
ca__lelig_ti_g,n,candlelighting,['p']
noncon_ens_ble,d,noncondensible,"['t', 'v']"
__l__la______a,o,polyplacophora,"['e', 'i', 's', 't', 'n']"
d__r__ia_i___y,e,depreciatively,"['n', 'o', 's']"
_mma_c_blene__,i,immarcibleness,"['u', 'o']"
_e__r___el____,i,nephropyelitis,"['a', 'c', 'd', 'g']"
__u__i_i_a_io_,c,crustification,"['l', 'z', 'q', 'e']"
s__er_n_en___s,i,superingenious,"['t', 'd', 'a']"
_____m_____ou_,a,balsaminaceous,"['r', 't', 'p', 'd', 'h']"
___p____p__sis,o,blepharoptosis,"['y', 'n', 'c', 'd']"
_e__e_____me__,t,perfectionment,"['s', 'a', 'l', 'd']"
_______e_s___e,n,noncondensable,"['r', 'i', 't', 'p', 'u']"
_n___at_c__tic,y,pneumatocystic,"['r', 'h', 'l', 'd']"
_______i_tic__,l,pedologistical,"['r', 'n', 'h', 'u', 'm']"
unenfo__edness,c,unenforcedness,"['m', 'l']"
_____n___ap___,c,lichenographic,"['t', 's', 'm', 'u']"
_o___om___ica_,e,nongeometrical,"['p', 'h', 'y']"
_______l____n_,o,phototelephone,"['i', 'a', 'r', 'g', 's']"
pe_e__stic_lly,a,pederastically,"['n', 'g']"
__eu___en_esis,r,pleurocentesis,"['d', 'g', 'h', 'm']"
r_tin_b_ast_ma,o,retinoblastoma,['u']
ho_o___rically,m,homometrically,"['n', 's']"
dis_i_lina_ory,t,disciplinatory,"['g', 'm']"
r___mp_ns____n,o,recompensation,"['u', 'd', 'l']"
une__ressivel_,x,unexpressively,['g']
i_f_roa_t_rior,e,inferoanterior,"['c', 's']"
_mpat___ta__a_,e,impatientaceae,"['l', 'r', 'h', 'o']"
po_tphar_ngea_,l,postpharyngeal,"['c', 'i']"
__bm_cr__c___c,s,submicroscopic,"['n', 't', 'a', 'e']"
_y_____mi____y,l,pyrochemically,"['n', 't', 's', 'd', 'g']"
py___el___e_e_,r,pyroheliometer,"['a', 'd', 'n', 's']"
tempt_t_on_ess,l,temptationless,"['r', 'u']"
_i_________i_s,a,biomathematics,"['r', 'n', 'l', 'd']"
__fo___tt_____,g,unforgettingly,"['s', 'd', 'a', 'm']"
ph_as__g_aphic,r,phraseographic,['t']
_erohy_ropl__e,a,aerohydroplane,['t']
obrep____ousl_,t,obreptitiously,['n']
__r__i_ati_gly,n,unruminatingly,"['e', 'c']"
cont_actedne__,s,contractedness,['i']
a___p_a_ma__s_,t,antipragmatist,"['o', 'l', 'h', 'e']"
_u___n_ibi_i__,s,suspensibility,"['o', 'd', 'c', 'g']"
___d__v___n___,l,quadrivalently,"['o', 's', 'p', 'c', 'g']"
b_tr_ch__hidi_,a,batrachophidia,['e']
non__o_obio_i_,t,nonphotobiotic,"['r', 's', 'l']"
__n______sn_ss,i,igniferousness,"['c', 't', 'a', 'm', 'l']"
___ssifi____r_,a,classificatory,"['e', 'n', 'u']"
______f______n,i,stellification,"['r', 'u', 'p', 'm']"
__n_e___ral___,c,conjecturalist,"['m', 'y', 'd']"
_os___i____i_n,l,postclitellian,"['r', 'u', 'm']"
p_n_eleologis_,t,panteleologism,"['y', 'h']"
_____c____f___,t,stalactitiform,"['e', 'n', 'u', 'p']"
_nfa_l_finding,u,unfaultfinding,['e']
ov_rr_g__arity,e,overregularity,['n']
f_br____l__t__,i,fibrinoplastin,"['c', 'e', 'u']"
u_res_o_s_vely,n,unresponsively,['t']
s_____u_____us,r,serioludicrous,"['t', 'n', 'a', 'p', 'm']"
_nst_nd_rdi_ed,a,unstandardized,['o']
_o_om_r__r__t_,i,iodomercuriate,"['n', 'h', 's']"
in__rlin_a_ion,t,interlineation,"['g', 'u']"
__oadjou_nmen_,r,proadjournment,['b']
__e___ghte___g,n,unenlightening,"['r', 'o', 's', 'p']"
__ei_ves_i___e,t,preinvestigate,"['l', 'o', 'c', 'd']"
_ut__h_t_metry,o,autophotometry,"['c', 'i']"
_____g____e__e,i,livingstoneite,"['c', 'a', 'r', 'u', 'p']"
_e_u_ini_e__u_,r,ceruminiferous,"['l', 'd', 't']"
r__emo__rboni_,c,racemocarbonic,"['d', 'h']"
a_chch_o__c___,r,archchronicler,"['m', 's', 't']"
