masked_word,target,original_word,wrong_guesses
c__cu_ocul__,r,circumocular,"['t', 'n', 'e', 's']"
a__u_pti_ely,s,assumptively,['c']
_l___o___oid,r,pleuroceroid,"['a', 't', 'n', 'h']"
ce_eb_if_g_l,r,cerebrifugal,"['n', 'o']"
c___uc_a___m,i,confucianism,"['r', 't', 'l']"
f____e_e__e_,d,fiddleheaded,"['r', 'n', 's', 't', 'o']"
___op_______,h,theopsychism,"['a', 'r', 'n', 'l']"
n_ns__in_b__,a,nonstainable,"['r', 'm', 'y']"
__mpl______e,c,complaisance,"['t', 'r', 'u']"
_eri_itellin,v,perivitellin,"['c', 'm']"
r_ync__nella,h,rhynchonella,['i']
sussul_o_ial,r,sussultorial,['f']
_on_o_dantly,c,concordantly,"['i', 'f']"
_re_hro_h___,y,urethrophyma,"['i', 'c', 'n']"
___con_t____,s,subconstable,"['r', 'i', 'p']"
_ren_minica_,o,prenominical,"['u', 't']"
man_arinshi_,p,mandarinship,"['g', 'k']"
_ca_ificato_,r,scarificator,"['l', 'n']"
d__l_pe__l_e,a,dialypetalae,"['c', 'o', 'r']"
u_r___o____g,n,unresponding,"['a', 't', 'l', 'c']"
___n____h___,s,transischiac,"['o', 'e', 'p', 'l']"
c_ilosto_ata,h,chilostomata,"['p', 'r']"
__i_o_tomo__,s,rhizostomous,"['p', 'n', 'c']"
de_umer_ti__,n,denumeration,"['c', 'l']"
__no_n_t__ne,i,dinornithine,"['a', 'm', 'c']"
e___us______,h,exhaustingly,"['o', 'r', 'c', 'p']"
_n__t_r___a_,i,unliturgical,"['e', 'o', 'h', 'd']"
c__f__t_ng__,o,comfortingly,"['a', 'e', 's']"
parar__alian,c,pararctalian,"['o', 'h']"
_er_ecutre__,s,persecutress,['n']
__p________t,s,supersalient,"['o', 'c', 'm', 'h']"
se_i_et_i___,r,sedimetrical,"['o', 'n', 'h', 'p']"
_o_o_h_o_o__,n,monochronous,"['l', 'y', 'g', 't', 'i']"
_ennst_e_ti_,a,dennstaedtia,['p']
helio__lt_re,u,helioculture,['a']
dis_o_a__ium,c,discocarpium,"['t', 'n']"
__a___p_____,r,tradesperson,"['i', 'l', 'h', 'u']"
_r______g___,y,cryptozygous,"['i', 'e', 'n', 'a']"
_e_o_______e,i,devolatilize,"['r', 'n', 'c', 's']"
_y____iculu_,s,synapticulum,"['r', 'o', 'e']"
u_emp_a_ical,h,unemphatical,['r']
ve__eb_ifo_m,r,vertebriform,"['n', 'l']"
_to_ato_copy,s,stomatoscopy,['u']
__r_t__r_t__,i,keratoiritis,"['h', 'c', 'p', 'n', 'y']"
m__r________,s,microspecies,"['a', 't', 'n', 'l', 'u']"
_ee__em__ger,n,needlemonger,"['i', 'a', 't', 'p']"
p_enogene_ic,h,phenogenetic,"['s', 'r']"
m_ng_n_lende,a,manganblende,['o']
_______al_ty,i,dissociality,"['n', 'r', 'e', 'p']"
_____y_hili_,a,parasyphilis,"['o', 't', 'c', 'e']"
s_rifem_n_er,o,strifemonger,"['a', 'c']"
f__g____l___,i,forgeability,"['n', 's', 'u', 'd', 'c']"
____s_b_____,i,demisability,"['r', 'o', 'n', 'u']"
p_r_ulphuric,s,persulphuric,"['a', 'o']"
m_ltimotore_,u,multimotored,['c']
s_histo_eli_,c,schistocelia,['m']
c___mf__n_ss,h,charmfulness,"['o', 'i', 't', 'd']"
__e__s_____e,l,acetosoluble,"['i', 'r', 'n', 'p']"
r_d_lib_ra__,e,redeliberate,"['u', 'c']"
_hy_o_inogen,s,chymosinogen,['t']
_i__c_l___ly,u,miraculously,"['e', 'n', 'd', 't']"
_____r__tral,s,fissirostral,"['e', 'c', 'n']"
______a_da__,c,curvicaudate,"['n', 'o', 'l', 's', 'p']"
_n___en__n_e,t,unattendance,"['i', 'o', 's', 'l', 'r']"
__stosar_oma,c,cystosarcoma,"['d', 'u']"
subzygo_a__c,i,subzygomatic,"['n', 'l']"
coolhe__e_ly,d,coolheadedly,['r']
p__t______t_,e,pantellerite,"['o', 's', 'c', 'y']"
ed__________,s,edaphosaurus,"['i', 't', 'n', 'l']"
_utt____ig_t,r,butterwright,"['o', 'l', 'n', 's']"
mar_as_t__al,i,marcasitical,"['n', 'p']"
c___b_______,a,chamberwoman,"['i', 'l', 't', 's']"
___e___lini_,c,tuberculinic,"['a', 'o', 'p']"
_a__iageable,r,carriageable,"['n', 'p']"
_ucce__ivit_,s,successivity,['p']
inte_ventive,r,interventive,"['s', 'a']"
retr_ducti__,o,retroduction,"['a', 'v']"
_u_______i__,r,turbellarian,"['o', 's', 'c', 'p']"
___t_ct___t_,r,protectorate,"['i', 's', 'u', 'n']"
d_______m___,e,dispersement,"['o', 'a', 'l', 'c']"
c_ty__sacra_,o,cotylosacral,['m']
_ub_ivi_ib__,s,subdivisible,"['g', 'r', 'y']"
antitr_pica_,o,antitropical,"['u', 'y']"
__i_i_i_lled,n,uninitialled,"['r', 'c', 'p', 's']"
oxy_tomato__,s,oxystomatous,"['c', 'i']"
_ar_y__o___e,t,hardystonite,"['l', 'c', 'm', 'b']"
_enzindu_ine,b,benzinduline,['c']
pre_ic_ion_l,a,prefictional,"['d', 'v']"
t_a_t_fe____,r,tractiferous,"['n', 'g', 'h', 'l']"
__p________d,e,unpenetrated,"['i', 'o', 's', 'l']"
____i_id____,r,parricidally,"['e', 'n', 's', 'o', 't']"
sep_ila_e_al,t,septilateral,['c']
__d______h_d,e,undespatched,"['i', 'r', 'o', 'l', 'm']"
un_erog_tor_,a,underogatory,['s']
h____c__t___,p,hippocentaur,"['s', 'l', 'y', 'm']"
________m_t_,r,pyrochromate,"['i', 'n', 'l', 's', 'u']"
_p_i_l__r___,o,ophiolatrous,"['e', 'n', 'c']"
___ns__ci_ic,a,transpacific,"['e', 'o', 'l']"
tet_ahy__i_e,r,tetrahydride,"['n', 'l']"
pes_olog__al,c,pestological,"['m', 'u']"
p_e___e_____,r,preinventory,"['a', 's', 'l', 'u']"
_l___ntality,e,elementality,['o']
c____o______,i,craniospinal,"['e', 't', 'h', 'm']"
__t__i_i____,n,antoninianus,"['e', 'r', 'l', 'c']"
_o_____i_io_,a,coapparition,"['e', 's', 'l', 'u', 'm']"
_e__m___h__s,o,delomorphous,"['i', 't', 'n']"
_n__o_____on,i,introjection,"['a', 'p', 'u', 's', 'l']"
_pisioplas_y,e,episioplasty,"['m', 'h']"
s___st____ss,e,sinisterness,"['l', 'a', 'o', 'u']"
m_t___r_m_d_,o,methobromide,"['a', 'c', 'u', 'p']"
s_ou____lis_,r,scoundrelism,"['t', 'a', 'h', 'p']"
__t_ag_ri__r,h,pythagorizer,"['u', 's', 'l', 'm']"
i___rtin_n__,e,impertinence,"['o', 'a', 'l', 'g']"
s____er__a_k,p,slipperyback,"['t', 'u', 'n', 'o']"
__l_____th__,a,polyacanthus,"['e', 'i', 'r', 'd']"
ac_pense__ne,i,acipenserine,['o']
_na_toni_he_,s,unastonished,['c']
______l_r___,s,megasclerous,"['i', 'n', 't', 'p']"
__l_m_____l_,o,holometabola,"['i', 'n', 'y', 's', 'c']"
_e___n_m____,h,deutonymphal,"['i', 'r', 's', 'c']"
t____r_on__r,m,timbermonger,"['a', 's', 'c', 'd']"
d__a_etrical,y,dynametrical,['o']
_up_aglen_id,o,supraglenoid,['t']
br_nc__opod_,a,branchiopoda,['y']
tra_scha__e_,n,transchannel,"['d', 'g']"
_ec___r__i_e,a,oecoparasite,"['n', 'l', 'd', 'v']"
s_lari_ati_n,o,solarization,"['u', 'g']"
in__r__nu__r,e,intervenular,"['c', 'o', 'm']"
_a_________c,r,madreporitic,"['n', 'l', 'h', 'g']"
heretic_ti_n,a,heretication,['u']
app_ausiv__y,l,applausively,"['r', 'o']"
me_iosi_icic,d,mediosilicic,"['t', 'r']"
c_cc_g_d_nia,o,coccygodynia,['e']
____o____i__,a,paleoatavism,"['r', 'n', 'c', 'u']"
unagg_ess_on,r,unaggression,"['l', 'h']"
___n____p___,s,bronchospasm,"['i', 'e', 't', 'g', 'u']"
___t______ty,r,subterranity,"['l', 'o', 'c', 'p', 'm']"
_adiologi_al,r,radiological,['m']
fiera_feroi_,s,fierasferoid,['n']
nons_ien_is_,t,nonscientist,"['d', 'm']"
_i__o_______,a,siphonaptera,"['c', 'l', 'm', 'd', 'u']"
p________k__,r,patternmaker,"['o', 'i', 'c', 'l', 's']"
_____o____i_,c,palaeocyclic,"['r', 't', 'n', 's', 'h']"
a__ir__a_i_g,n,antirebating,"['c', 'u', 'l']"
_nbene_icent,f,unbeneficent,"['l', 'v']"
_n__ma_eness,i,intimateness,"['u', 'o']"
__r__m__nt_r,c,circumventer,"['o', 'a', 'p']"
____pto__t_c,a,asymptomatic,"['e', 'r', 'n', 'l']"
__n__b_n__n_,e,vinylbenzene,"['o', 'a', 'd', 't', 'g']"
__de_____o__,r,underhistory,"['a', 'c', 'l', 'p']"
fe__he_p__e_,a,featherpated,"['l', 'o', 's', 'i']"
monohyd___ed,a,monohydrated,['i']
_o___ve_____,r,dorsiventral,"['c', 'g', 'u', 'p', 'y']"
rhi__pla_tic,o,rhinoplastic,['z']
__ll__m_____,a,tallowmaking,"['e', 'r', 's', 'c', 'd']"
_i_rogra_her,p,micrographer,['d']
____el______,p,cypselomorph,"['i', 'n', 'a', 't', 'u']"
e_______t___,i,excruciation,"['l', 's', 'p', 'm', 'd']"
wellin_t_nia,o,wellingtonia,['s']
p_duncu_at_d,e,pedunculated,"['o', 'i']"
o__rl____r__,e,overlettered,"['a', 'i', 'n']"
_nartf_lne__,s,unartfulness,"['h', 'k']"
n_n__i______,r,nontributary,"['e', 'l', 's', 'c']"
i____g____i_,h,ichnographic,"['e', 't', 'l', 's']"
______alably,e,irrevealably,"['n', 'u', 'o', 't']"
r___v_______,e,redivulgence,"['a', 'o', 't', 's']"
___mmi_er___,f,flammiferous,"['n', 't', 'g', 'c']"
_i_c________,o,discophorous,"['n', 'e', 't', 'a', 'l']"
un__r__nn_ng,i,underpinning,"['a', 't', 'o']"
r__tt_nd_nc_,e,reattendance,"['o', 'i']"
__ludicolous,a,paludicolous,"['m', 'e']"
_er___a_h__e,t,merognathite,"['p', 'c', 'l', 's']"
d__a____a___,e,disagreeable,"['t', 'n', 'c', 'm', 'o']"
_r____os_om_,a,archaeostoma,"['y', 'i', 'n', 'p']"
un__gr_gabl_,e,unsegregable,"['i', 'd']"
u_____ogi___,a,unanalogical,"['e', 's', 'r']"
jat__r_izin_,e,jateorhizine,['g']
__erd_sc_unt,o,overdiscount,"['l', 'a']"
_ve_withe_ed,r,overwithered,['a']
___a_t___sl_,u,uncautiously,"['r', 'd', 'm', 'p']"
e_ity_hliti_,p,epityphlitis,['c']
_n___c____n_,i,intercolline,"['a', 'u', 's', 'g', 'p']"
enthe_minth_,a,enthelmintha,"['r', 'y']"
n_n_u___ntee,a,nonguarantee,"['i', 's', 'c']"
_na___a_a___,p,unappeasable,"['y', 'r', 'd', 'c']"
a_irri_a_ion,t,abirritation,['z']
___bridulou_,s,scabridulous,"['e', 'n']"
o_on_a__i_a_,d,odontaspidae,"['c', 'l', 'g', 'r']"
he_aer_cracy,o,hetaerocracy,['x']
ele_t_erarc_,h,eleutherarch,['o']
__n_______u_,o,monotrichous,"['e', 'a', 'l', 'p']"
__p______c__,a,euphausiacea,"['r', 'o', 'l', 'n']"
__c_o_____c_,r,microfurnace,"['t', 's', 'l', 'p']"
metopo__opi_,c,metoposcopic,"['r', 'n']"
disma_ed_ess,n,dismayedness,['k']
_____p_e_ent,c,accouplement,"['r', 'i', 's']"
proc_oc_ysis,l,proctoclysis,['h']
e_____a____e,i,erioglaucine,"['t', 's', 'z', 'p', 'm']"
none__n___ng,a,nonemanating,"['z', 'c', 'u', 'l']"
____u___tomy,c,scapulectomy,"['i', 'r', 'n']"
sta_han_v_te,o,stakhanovite,['g']
________o__d,r,intercarotid,"['l', 's', 'p', 'u']"
_o_____i_i__,n,nonsensitive,"['a', 'l', 'r', 'c']"
e____iz__i_n,t,ergotization,"['l', 'u', 'x', 'm']"
_nt_m___t__n,i,intimidation,"['e', 'u', 'r']"
__ro_o_ra_i_,c,chromocratic,"['y', 'p', 'g']"
_e__tat__e_y,i,hesitatively,"['r', 'd', 'p']"
__a__h__sh_p,o,coauthorship,"['e', 'n', 'l', 'f']"
para__nap_i_,s,parasynapsis,"['h', 'g']"
_os_a____or_,t,postauditory,"['l', 'c', 'f']"
p_riscopica_,e,periscopical,"['y', 'u']"
p__s_p______,o,presophomore,"['i', 'a', 'l', 'n', 'y']"
q___e__e__e_,s,quatertenses,"['i', 'd', 'l', 'c']"
i____s___i__,e,intersterile,"['o', 'a', 'c', 'u']"
__r_______t_,o,pyrobelonite,"['a', 'c', 's', 'u', 'm']"
ca_d_ectas_s,i,cardiectasis,['n']
______c_d___,i,proboscidial,"['e', 'n', 't', 'u']"
po__morphe_n,a,polymorphean,['t']
g____o______,i,guillotinade,"['r', 's', 'c', 'p']"
underf__nne_,l,underflannel,"['o', 'i']"
_y____n_y_ar,o,hypocondylar,"['e', 'u', 'm']"
dia_om__han_,e,diazomethane,"['c', 'y']"
va__n__erous,i,vaginiferous,"['l', 'c']"
_u__ic__t__y,o,subdichotomy,"['a', 'e', 'l', 'r']"
uns_ns_____d,e,unsensitized,"['r', 'a', 'o', 'l']"
p________ism,l,polyglottism,"['r', 'a', 'e', 'n']"
__p___a___us,e,empetraceous,"['i', 'h', 'l']"
overne_tne__,s,overneatness,"['c', 'i']"
ste_other_a_,n,stenothermal,['g']
_oo_sick_ess,n,moonsickness,['l']
d_____ca_dia,r,dextrocardia,"['n', 'y', 'l']"
a___n_me____,i,actinometric,"['s', 'u', 'l', 'h']"
fing__f_____,r,fingerflower,"['s', 'a', 't']"
_en_____ssus,o,genioglossus,"['a', 'r', 't']"
____r__br___,e,invertebracy,"['o', 's', 'u', 'm']"
_e_re___tor_,y,depreciatory,"['s', 'n', 'l', 'g']"
______a__o__,i,multivarious,"['n', 'e', 'c', 'p', 'd']"
_____coc_o__,u,unprecocious,"['y', 'a', 'l', 't', 'h']"
d__a___a__d_,i,disaccharide,"['t', 'l', 'n', 'm']"
__iso_i__ll_,y,episodically,"['n', 'r', 't', 'u']"
c_nfric_ti_n,o,confrication,"['u', 'e']"
____ov______,r,retrovaccine,"['s', 'p', 'l', 'u']"
d_mili______,e,demiliterate,"['n', 's', 'o', 'c']"
_ese__e_____,n,mesenteronic,"['a', 'l', 'd', 'g']"
__r__ri__i__,m,mercurialism,"['n', 't', 'o', 'g', 'p']"
an_i_i_a__r_,t,anticipatory,"['s', 'u', 'l']"
c__t_s____sm,i,cartesianism,"['o', 'l', 'u']"
__r____p____,y,laryngopathy,"['i', 'e', 'c', 's']"
statisticia_,n,statistician,['l']
effemin_te_y,a,effeminately,"['o', 'r']"
d________e_e,i,disprivilege,"['a', 'o', 'c', 'n']"
u__utua____d,i,unmutualized,"['r', 's', 'c']"
f_en__shness,i,fiendishness,"['r', 'l']"
mini_tr_tive,a,ministrative,"['o', 'u']"
hy_e_lo____l,r,hyperlogical,"['u', 't', 'd', 's']"
amm_n_zat__n,o,ammonization,"['u', 'e']"
____a_al____,y,myoparalysis,"['e', 'n', 't', 'c', 'd']"
n_n_b__rben_,o,nonabsorbent,"['u', 'i', 'd', 'l']"
____r__u____,a,congratulate,"['i', 's', 'p', 'd']"
_h_rmoch_mic,e,thermochemic,"['a', 'y']"
c__planati_n,o,complanation,['r']
paro_on_i_is,t,parodontitis,['c']
bro_cho_otor,n,bronchomotor,"['i', 'a']"
_icrocrano_s,u,microcranous,"['g', 'p']"
semi_eal__sy,o,semijealousy,['p']
tetraglott__,i,tetraglottic,"['d', 'n']"
_om_o_______,s,compoundness,"['i', 't', 'a', 'r']"
insa_ivati_n,o,insalivation,"['r', 'd']"
__idia_e__a_,r,tridiametral,"['o', 'c', 'u']"
___ll___d_us,o,phyllopodous,"['i', 'a', 'r', 'e']"
_eph_l_meni_,a,cephalomenia,['d']
tr_ditioniz_,a,traditionize,"['u', 'y']"
_o_o_______e,t,notommatidae,"['r', 'l', 'c', 's', 'h']"
_hif_f___e__,s,shiftfulness,"['o', 'a', 'w', 'r']"
d_ssect_o_a_,i,dissectional,"['r', 'u']"
ma________a_,r,matriherital,"['c', 'n', 'o', 's']"
__m__o______,c,symplocaceae,"['i', 'n', 't', 'r', 'u']"
qua_rage_i_a,s,quadragesima,"['n', 'c']"
_a__ga______,i,fatigability,"['e', 'n', 's', 'r']"
_np_is_n_b__,r,unprisonable,"['h', 'y', 't']"
___i____i_e_,a,nationalizer,"['s', 'd', 'c', 'u']"
russi_ica_or,f,russificator,"['l', 'p']"
m_l_lig_me_t,a,malalignment,"['u', 'o']"
u___t___t___,n,undetracting,"['o', 's', 'l', 'm']"
_____er___e_,i,antimeristem,"['o', 'l', 'd', 'c']"
__lle__a_i__,c,collectarium,"['n', 'g', 's', 'p']"
p_e_h__dh__d,o,prechildhood,"['a', 'n', 't', 'u']"
_n__e___ona_,i,inflectional,"['p', 'u', 'r']"
cyc_ammoni_m,l,cyclammonium,"['s', 'h']"
_m____i__ra_,e,umbelliferae,"['o', 't', 'p', 'n']"
__mea___ab_e,u,unmeasurable,"['i', 'z', 't', 'o']"
_r__r______y,t,arthroplasty,"['e', 'i', 'n', 'c']"
a_c_________,r,archoverseer,"['i', 'n', 't', 'l']"
_nprot__ting,s,unprotesting,['a']
____ygl_ss_l,a,pachyglossal,"['e', 't', 'r']"
_y_r________,s,hygrostatics,"['d', 'e', 'n', 'l']"
t_io_ta__it_,n,thiostannite,"['r', 'y', 'l', 'm']"
_o_no__n_ru_,e,coenocentrum,"['s', 'g', 'i']"
p_g___tr_phy,o,pogonotrophy,['i']
_a___a___m__,c,saccharulmic,"['n', 'e', 'o', 't']"
pauci__ntat_,e,paucidentate,['l']
epide_mato__,s,epidermatous,"['y', 'l']"
__a_s_la__e_,r,transplanter,"['d', 'c', 'u', 'i']"
spher_ca___y,i,sphericality,['o']
semos_omeous,t,semostomeous,"['c', 'i']"
se_lusio_ist,n,seclusionist,['f']
_ripu_ia_ion,t,tripudiation,"['c', 'l']"
u_i_te_rated,n,unintegrated,"['s', 'o']"
___rr___l___,e,overregulate,"['i', 'n', 's', 'y']"
co__oso_r___,p,composograph,"['i', 'n', 'e']"
_______ic___,s,ampelosicyos,"['t', 'n', 'r', 'u']"
br_w_is_ical,o,brownistical,['h']
u_c___iz_b__,n,uncognizable,"['r', 't', 's']"
_e__s____is_,m,metasomatism,"['r', 'n', 'l', 'c']"
r___n_r__iv_,e,regenerative,"['o', 'c', 's', 'u']"
un____ecu___,l,unimolecular,"['t', 'p', 's']"
_h_siognomi_,p,physiognomic,"['a', 't']"
le_tu_ep_oof,r,lectureproof,['a']
___e_de_ab_e,r,unrenderable,"['p', 'i', 't', 's']"
u__r_ju__c__,e,unprejudiced,"['a', 'o', 'l', 't']"
_in_________,r,gingerbready,"['o', 't', 's', 'l']"
me_______ter,a,mechanolater,"['i', 's', 'p']"
camp_h_ddi_g,s,campshedding,['y']
____c_____n_,e,megacerotine,"['l', 's', 'u', 'h', 'p']"
__b_aceleted,r,unbraceleted,['s']
multif_ri_u_,o,multifarious,"['e', 'c']"
rhi_ocero_ic,n,rhinocerotic,"['z', 'm']"
_____gr_p_er,h,hyalographer,"['n', 't', 'i', 'c']"
ove_t_ut_ful,r,overtruthful,['a']
__e_____s___,r,preprovision,"['t', 'a', 'c', 'l', 'h']"
dece___c___r,l,decemlocular,"['t', 'i', 'n']"
_ol__o___o__,p,polymorphous,"['i', 'n', 't', 'e']"
s__ilunati_n,o,semilunation,['b']
_nee__u_ne__,s,sneerfulness,"['o', 'p', 'd', 't']"
wa___a_er___,l,wallpapering,"['t', 's', 'o']"
___rm__nn_ss,e,overmeanness,"['i', 't', 'h']"
_n_____x_u__,e,intertexture,"['a', 'o', 'l']"
______i__i_g,n,nonratifying,"['e', 'l', 's', 'c']"
_____c__n___,i,traducianist,"['e', 'o', 'l', 'h']"
u__istresse_,d,undistressed,['m']
h_____l_g_n_,e,hyperelegant,"['o', 'i', 's']"
anal_habe_i_,p,analphabetic,['s']
c__clamati__,o,conclamation,"['e', 'g']"
w____p______,r,waterproofer,"['i', 'l', 'n', 's']"
hy__ralg_bra,e,hyperalgebra,['i']
i___e____i_e,r,impregnative,"['o', 'l', 's', 'c']"
tric_ocla_ia,s,trichoclasia,['v']
______o__ou_,t,tetrafolious,"['n', 'c', 'p', 'm']"
_a_i_daceou_,s,sapindaceous,['l']
_o_el__a__o_,i,novelization,"['r', 'c', 'd']"
_oop________,a,zoophagineae,"['l', 's', 't', 'r', 'c']"
____e___i_e_,n,nonpenalized,"['r', 't', 's', 'c']"
__bri____bl_,e,unbridgeable,"['t', 's', 'o']"
_g_mogeneti_,a,agamogenetic,['y']
euhemer__t_c,i,euhemeristic,['o']
___y__l___s_,o,enzymologist,"['a', 'r', 'p', 'c', 'h']"
z_______a___,l,zoologically,"['e', 'h', 't', 'n']"
tr_______r__,l,triangularly,"['e', 'o', 's', 'c']"
_t_p____n___,s,stoplessness,"['i', 'a', 'r']"
_ron_i_erous,f,frondiferous,['b']
una_ou_ha_ly,v,unavouchably,"['g', 'p']"
is_d_c_ylism,o,isodactylism,['e']
___ti___c___,a,gentianaceae,"['l', 'o', 's', 'r']"
misrehe_rs__,a,misrehearsal,"['d', 'n']"
r___h_l_n__r,e,reichslander,"['o', 'g', 't']"
__a_h_____a_,e,weathergleam,"['c', 'o', 'i', 'n']"
_r_t__g_n___,o,proteogenous,"['i', 'a', 'h']"
_u________c_,r,quarterspace,"['i', 'n', 'o', 'l']"
_n_____n_an_,e,intermundane,"['o', 'c', 's', 'p', 'g']"
_____ra_a___,i,semidramatic,"['l', 'n', 'o', 'b']"
________n_s_,i,cremationist,"['l', 'h', 'p', 'u', 'g']"
p__________e,n,pycnonotinae,"['r', 'l', 's', 'u']"
_____r____l_,o,oophoreocele,"['i', 'a', 'n', 't']"
psy__oref_ex,l,psychoreflex,"['i', 'u']"
pr_am__ement,o,proamusement,['b']
___c_____o__,l,blackfellows,"['i', 'n', 't', 'r']"
unnu_ri_i_us,t,unnutritious,"['c', 'b']"
_p_n________,s,spinsterlike,"['o', 'a', 'c', 'd', 'u']"
_oo___ea____,h,woolshearing,"['d', 'b', 'k', 'c']"
___ic_eidi__,h,ophicleidist,"['n', 'a', 'r']"
acc__plicity,o,accomplicity,"['u', 'n']"
sl_________s,a,slantingways,"['e', 'o', 'r', 'u']"
_____a__l___,i,sportability,"['e', 'n', 'u', 'c']"
____so___d_y,r,irresolvedly,"['n', 'a', 't', 'u']"
_____u_____n,t,desaturation,"['l', 'c', 'p', 'm', 'h']"
deliber_li_e,a,deliberalize,"['t', 'n']"
____gf______,s,wrongfulness,"['i', 'a', 't', 'c']"
_s___r__r___,h,psychrograph,"['e', 'i', 't', 'u', 'n']"
__cipio_o_o_,r,recipiomotor,"['a', 'l', 'n']"
i_oc_o_droma,n,inochondroma,"['s', 'l']"
_e_dulu_l__e,i,pendulumlike,"['a', 'r', 't']"
_n_rt_st____,i,unartistical,"['o', 'e', 'd', 'y']"
___c__a_____,s,psychiatrist,"['e', 'n', 'o', 'l', 'u']"
_mi_n__i_o_m,a,amianthiform,"['e', 'g', 's']"
t________g__,n,thiocyanogen,"['r', 'l', 's', 'u', 'p']"
e__ursio_ize,n,excursionize,"['p', 't']"
hemi_ia_ente,p,hemidiapente,"['l', 'c']"
_n_i_____i__,t,anticreative,"['o', 's', 'l', 'u']"
be_yco_o__hi,r,berycomorphi,"['n', 't']"
s_oto_at__a_,c,scotomatical,"['r', 'u', 'p', 'h']"
____o__c____,l,mnemonically,"['t', 'r', 's', 'p']"
p_o_o_ac_ism,t,phototactism,"['r', 'n']"
demo_o_ho_ia,p,demonophobia,"['r', 't']"
___r_n__us_y,e,extraneously,"['i', 'c', 'p']"
p_______p_ic,h,petroglyphic,"['a', 'n', 'm', 's', 'd']"
__h____i__ly,n,johnsonianly,"['e', 'r', 't']"
wi_____w____,t,withoutwards,"['e', 'n', 'l', 'c']"
un_____p_s__,o,undecomposed,"['r', 'i', 'a']"
_ou_ter_ause,c,countercause,"['h', 'l']"
__________ty,i,voluminosity,"['a', 'e', 'r', 'c']"
des_e_de_tal,n,descendental,"['p', 'i']"
i____o___io_,r,irresolution,"['a', 'c', 'p', 'd']"
e_h__orh____,i,echinorhinus,"['a', 't', 'p']"
_nv____l__e_,i,unvisualized,"['r', 't', 'o', 'c']"
_nd_latingl_,u,undulatingly,['e']
pra_kis__ess,n,prankishness,['c']
__i__li__ble,n,uninclinable,"['t', 's', 'z']"
_v_______ily,e,overgreedily,"['t', 'a', 'n']"
con_lu_inan_,t,conglutinant,['m']
d___r__ar_l_,i,doctrinarily,"['e', 'b', 's']"
di_c____ct__,n,disconnector,"['a', 'u', 'l']"
________a__s,e,exencephalus,"['r', 'o', 't', 'i']"
ulnocond_la_,r,ulnocondylar,['e']
pr_serp_naca,o,proserpinaca,['u']
cell_l_t_xic,o,cellulotoxic,"['a', 'y']"
unimp_is_n_d,o,unimpoisoned,['r']
____ac_a_i_n,t,retractation,"['u', 'p', 'f']"
__o____o__l_,r,promissorily,"['e', 'n', 'u', 't']"
po___f_l____,s,powerfulness,"['i', 't', 'a', 'y']"
_nt___m_l_n_,a,antigambling,"['e', 'r', 'o']"
me_a_heri_id,o,megatherioid,['c']
___e_ba_i_ed,r,unverbalized,"['s', 't', 'm', 'o']"
den_mina_i_n,o,denomination,['u']
__y_anoly_ic,t,trypanolytic,"['h', 's']"
or_cul_rn_ss,a,oracularness,"['i', 't']"
_a_ani_a_ion,p,japanization,"['l', 'r', 's']"
_o_ro_h___s_,i,coprophilism,"['n', 't', 'a']"
_nt___nt_i_e,r,untyrantlike,"['o', 'c', 'm']"
__t_______m_,a,antiparabema,"['o', 'c', 's', 'l']"
_i___d_nti__,m,microdontism,"['e', 'a', 'l']"
amor___a__o_,i,amortization,"['c', 'd', 's', 'e']"
irr__i_ti___,s,irresistible,"['a', 'c', 'o', 'n']"
u__i___v_r__,e,undissevered,"['o', 'a', 'l', 'c']"
_i_u___on_t_,h,disulphonate,"['r', 'c', 'm', 'b']"
i_spir_meter,o,inspirometer,['a']
__ptu___nt__,a,septuagintal,"['r', 'o', 'c', 'm']"
_e____ge____,n,nephrogenous,"['i', 'a', 't', 'l', 'c']"
_amet__en_us,o,gametogenous,"['i', 'd']"
i_surre_tor_,n,insurrectory,"['a', 'b']"
ceph__op_thy,a,cephalopathy,['i']
o_f___o_____,t,olfactometry,"['i', 'n', 's', 'b', 'u']"
_r__v_______,s,grievousness,"['a', 't', 'l', 'p', 'c']"
________hi__,r,corallorhiza,"['e', 'n', 't', 's', 'p']"
__b__n______,i,fibrinolytic,"['s', 'e', 'u', 'a']"
_onson_ntize,a,consonantize,['u']
arter_opath_,i,arteriopathy,"['m', 'c']"
p____e_a___e,r,problematize,"['n', 'c', 's', 'v']"
v___n_v__v__,a,vaginovulvar,"['e', 'c', 's', 'd', 't']"
__l_______p_,a,galvanoscopy,"['r', 'e', 'i', 't', 'h']"
un_e_en_efu_,v,unrevengeful,"['d', 's', 't']"
o_t_________,c,octahedrical,"['u', 'n', 's', 'p', 'g']"
st_v_nsoni_n,e,stevensonian,['u']
__e_ke_bell_,c,checkerbelly,"['a', 'n', 's', 't']"
__p__c_p____,e,reperception,"['s', 'a', 'l', 'h']"
___i___gi___,c,cyriological,"['e', 's', 't', 'n']"
_____m__r__m,e,septemberism,"['o', 'a', 'n', 'c']"
__s___l_____,e,resettlement,"['i', 'a', 'o', 'c', 'u']"
a______ici_y,t,authenticity,"['o', 'r', 'l', 'p']"
unc_r_____t_,i,uncordiality,"['e', 's', 'm', 'b']"
