masked_word,target,original_word,wrong_guesses
_r____ch_r__um,o,organochordium,"['e', 't', 'p']"
_______t___c__,r,semioratorical,"['n', 'p', 'u', 'h', 'd']"
_d_____t_mid__,l,bdellostomidae,"['n', 'c', 'r', 'p']"
g_u_o_orti_oid,c,glucocorticoid,"['a', 'n']"
u____i__i_a__y,l,unecliptically,"['o', 's', 'r']"
_ympho__a_toma,l,lymphoblastoma,['n']
u_b_i__te__e__,s,unblightedness,"['r', 'a', 'm', 'f']"
ope__p_ce__e__,s,openspacedness,"['r', 'i', 't', 'u']"
___c_r___dic__,e,electromedical,"['n', 'h', 's']"
pr_t__n_tarial,o,prothonotarial,"['e', 'c']"
__mi____r_i_al,e,hemispheroidal,"['c', 't', 'n']"
_____op_______,l,cheiloplasties,"['r', 'n', 'y', 'm', 'u']"
p___o_o__o_o__,l,paleocosmology,"['h', 'r', 't', 'n', 'i']"
_o____e__e_e__,c,conscienceless,"['r', 't', 'a', 'd', 'b']"
___rl_tt___urg,n,charlottenburg,"['s', 'i', 'd', 'm']"
____c_____n___,e,delectableness,"['o', 'i', 'r', 'u']"
ant_m_ss_onar_,i,antimissionary,"['e', 'u']"
i____mi__i____,t,intermittingly,"['o', 'a', 's', 'c', 'd']"
unfl__bo__ntl_,a,unflamboyantly,['r']
____r___ri_i__,c,supersacrifice,"['t', 'n', 'o', 'l']"
_r_dg_____d_ng,i,bridgebuilding,"['a', 'p', 'o']"
_n_er_her___r_,f,undersheriffry,"['t', 'a', 'o', 'c']"
_go___t____lly,c,egocentrically,"['s', 'm', 'p']"
pr__up_rf_u_u_,e,presuperfluous,"['i', 'c', 'm', 't']"
e_re__s_ra____,i,enregistration,"['u', 'c', 'd', 'l']"
__m___l____ll_,i,semicolonially,"['g', 't', 'r', 'u']"
_h______h_c_de,i,philosophicide,"['t', 'a', 'r']"
_e_i_uliferou_,s,vesiculiferous,"['m', 'd']"
_cu___yg__a__c,o,oculozygomatic,"['r', 'e', 's']"
trice_te__ri__,n,tricentenarian,"['s', 'o']"
__c___l_______,s,unchurlishness,"['o', 'a', 't', 'm']"
u___a_ab__i_u_,r,ultralaborious,"['n', 'e', 'p', 'c']"
__a___a_l_____,s,measurableness,"['i', 't', 'c', 'o', 'd']"
______g____h_p,e,vicelegateship,"['n', 'r', 'o', 'u', 'd']"
_y_o_erda_eous,c,lycoperdaceous,"['h', 'i']"
non_i_pa_itie_,s,nondisparities,"['l', 'c']"
___io_o_____i_,a,antiodontalgic,"['r', 'e', 's', 'h', 'p']"
__ccinctne__e_,s,succinctnesses,['a']
de______z_t___,o,decolonization,"['r', 's', 'p']"
_m__b_________,e,omnibenevolent,"['a', 'r', 's', 'u', 'c']"
non________e__,y,nonpurgatively,"['s', 'c', 'd', 'm']"
mo_o__o_ically,n,monophonically,['s']
p_ee________e_,r,preestablisher,"['n', 'o', 'd', 'c']"
_e_r_ylla_ical,t,tetrsyllabical,['o']
r_______t_r___,e,reupholsteries,"['a', 'n', 'c', 'm', 'd']"
___hy_e______e,o,outhyperbolize,"['a', 'n', 'c', 's']"
_napp____n__ng,e,unapprehending,"['t', 'c', 'o']"
worldr__ol__ng,v,worldrevolving,"['a', 'y']"
_ilit__y_inded,m,militaryminded,"['o', 'b']"
__e_____l_____,o,pseudosolution,"['r', 'a', 'c', 'm']"
an_ipu_i_anism,t,antipuritanism,"['l', 'c']"
_u____ut_n__u_,o,pulmocutaneous,"['i', 'r', 'b', 'd', 'g']"
__t____t_ll___,i,intravitelline,"['o', 's', 'c', 'u', 'm']"
_p_rono_actone,l,spironolactone,"['m', 'y']"
_______b_e_e__,a,attainableness,"['o', 'r', 'u', 'c', 'p']"
_rre___c__a_l_,s,irresuscitably,"['o', 'n', 'p']"
t_i__r__u__t__,e,twicerequested,"['l', 'a', 'o', 'n']"
art_ro_ranc_ia,h,arthrobranchia,"['g', 'y']"
sm__t_s_rfaced,o,smoothsurfaced,['i']
_o_ld__d__ming,e,worldredeeming,"['a', 's']"
un_bso_pt_ness,i,unabsorptiness,"['m', 'l']"
p__p_i__epti_e,o,proprioceptive,"['l', 's', 'n', 'u']"
____rf_c_nd___,u,superfecundity,"['a', 'o', 'l', 'm']"
____st_mi__sl_,u,unabstemiously,"['c', 'r', 'd', 'p']"
__i_at___gi_a_,l,climatological,"['p', 'e', 'r', 'h']"
undeprec___ory,t,undepreciatory,['s']
_y_o_a__olo___,c,cytopathologic,"['r', 's', 'n']"
e_e_t_g__t___s,n,eventognathous,"['l', 'i', 'c']"
___erre______e,n,hyperresonance,"['i', 't', 'l', 'u']"
in_______i____,a,intracardially,"['e', 'o', 's', 'u', 'p']"
n_n________n_l,o,nonexceptional,"['r', 's', 'u', 'm']"
sh____e____in_,c,shuttlecocking,"['r', 'a', 'd']"
d_xtro_ular_ty,i,dextrocularity,"['p', 'm']"
editoria_i_i_g,l,editorializing,['s']
______d___t___,i,finlandization,"['e', 'r', 'c', 's']"
_ar_o_la__a_i_,y,karyoplasmatic,"['b', 'n', 'g']"
__i__ll_l__i__,u,unicellularity,"['o', 'g', 's', 'p']"
_r_chogloss_n_,i,trichoglossine,['a']
nonre__i__ible,s,nonrescissible,"['q', 't']"
__i___min_tin_,l,reilluminating,"['o', 'd', 'c']"
__________hi__,r,waterbreathing,"['o', 's', 'p', 'c', 'l']"
p__ryn_o_n_t_i,a,pharyngognathi,['e']
_isi_c_i___io_,n,disinclination,"['z', 'm', 'r', 'e']"
____o_o__ca___,l,metrologically,"['h', 'p', 'n', 's', 'd']"
_____r_i_i____,e,nonpercipience,"['t', 'a', 'l', 's']"
________it_t__,e,unnecessitated,"['o', 'r', 'p', 'l']"
_p_e__e_g_ei__,a,spreadeagleism,"['n', 't', 'u', 'h']"
u_p__su_s_____,e,unpersuasively,"['b', 'o', 't', 'c']"
_error_ro_bled,t,terrortroubled,"['f', 'p']"
________z____n,l,allomerization,"['c', 's', 'p', 'u']"
_____t____st__,i,proritualistic,"['e', 'n', 'm', 'h', 'd']"
unr_pro_uc_bl_,e,unreproducible,"['a', 'y']"
_m_le_ic_ud_te,a,amplexicaudate,"['r', 'o']"
_____pp__i_ity,l,unflappability,"['r', 'o', 'e', 'c']"
_o______o_s___,i,competitorship,"['n', 'u', 'a', 'l', 'g']"
s___justifying,l,solejustifying,['a']
regre__i_ene__,s,regressiveness,"['a', 't']"
eth_lsulphur__,i,ethylsulphuric,['a']
______in_ti_n_,s,assassinations,"['c', 'm', 'r']"
s___estibility,g,suggestibility,"['f', 'v']"
_rt___r_p__s_d,o,orthographised,"['c', 'l', 'n', 'y']"
______n__a___n,i,bituminization,"['r', 'e', 'c', 's']"
unma_eriali_e_,t,unmaterialized,['s']
bal__ot__rapia,e,balneotherapia,['g']
_ol___i__ldi__,u,toluquinaldine,"['g', 'p', 's', 'y']"
world_ester__g,p,worldpestering,['m']
mesen__ymato_s,c,mesenchymatous,"['z', 'g']"
p_otofinis_in_,h,photofinishing,"['r', 'l']"
__r_______n__n,y,syrobabylonian,"['t', 'e', 'c', 'p']"
_e_l_retending,p,zealpretending,"['f', 'w']"
o__r_co__orou_,s,ostracophorous,"['e', 'v', 'i', 'n']"
u__e_e_a______,i,unvenerability,"['g', 'c', 's', 'd', 'o']"
lu__iou_ne__e_,s,lusciousnesses,['a']
am__s___s___us,i,ambisinistrous,"['p', 'e', 'c', 'y']"
_____pi____i__,l,noncapillaries,"['t', 'u', 'd', 'm']"
non__st_ictiv_,e,nonrestrictive,"['d', 'u']"
__s_c_c____cal,i,vesicocervical,"['t', 'm', 'n']"
_u__ioffen_ive,s,quasioffensive,['c']
__i_ono_e__ie_,r,trigonometries,"['h', 'p', 'c', 'a']"
_i_p__f____nc_,r,misperformance,"['d', 'l', 'u', 'y']"
_up___i_iali__,s,superficialist,"['n', 'y', 'd']"
pr___rr___ri_l,e,preterrestrial,"['o', 'c', 'g', 'n']"
_____t___rt_t_,a,palmatipartite,"['o', 'n', 'h', 's']"
al_i_ensianism,g,albigensianism,"['d', 'p']"
______lv__icu_,n,pennsylvanicus,"['o', 'r', 'm', 't']"
oc_lo___illary,p,oculopupillary,['x']
__r____i______,s,forecomingness,"['a', 't', 'l', 'u', 'p']"
uncon_en_ioned,t,unconventioned,['s']
i_idoce__titic,r,iridoceratitic,['p']
____l_g_n__e_e,a,ustilaginaceae,"['o', 'h', 'r', 'p']"
cinc__l_ip_nic,o,cincholoiponic,['a']
_l_e_n__i_ni__,t,alternationist,"['u', 'm', 'b', 'd']"
la_kwitte_ne__,s,lackwittedness,['r']
_ry_hro____r__,t,erythrodextrin,"['c', 'a', 's']"
t____a________,d,thousandsouled,"['i', 'r', 'c', 'g', 'm']"
_n____n____lly,a,unromantically,"['e', 's', 'g', 'd']"
___i_vidi_usly,n,noninvidiously,"['e', 'r']"
s_l__i__i_____,d,selfvindicated,"['o', 'y', 'r', 'm', 'g']"
n_ns_e_____ive,l,nonspeculative,"['r', 'm', 'd', 'f']"
nonmanner_s___,i,nonmanneristic,"['h', 'g']"
cr__to_ocinian,p,cryptosocinian,"['m', 'b']"
s______o_s__ss,u,sulfureousness,"['i', 't', 'c', 'a', 'p']"
_n_nc_________,u,unincestuously,"['a', 'r', 'p', 'h']"
vi_ion_i_ecte_,d,visiondirected,"['l', 'p']"
__e___n__n__n_,r,prepronouncing,"['t', 's', 'a', 'd', 'v']"
_n_rofici_ntly,p,unproficiently,"['a', 'd']"
or_ho_era_idae,t,orthoceratidae,['m']
n________c____,l,numismatically,"['o', 'e', 'r', 'h']"
orthodox__a__y,l,orthodoxically,"['n', 'm']"
bl__h__o______,s,blithesomeness,"['a', 'r', 'c', 'd']"
_r___kn_______,e,preacknowledge,"['i', 's', 't', 'h']"
_____r___y___c,i,monotriglyphic,"['e', 'a', 's', 'u']"
an______e____n,s,antisubversion,"['c', 'h', 'l', 'p']"
mammo_en_call_,i,mammogenically,"['d', 'r']"
__opellet_er_n,i,isopelletierin,['h']
_u_________en_,y,autophyllogeny,"['i', 's', 'r', 'c', 'm']"
_repos_om__ous,t,trepostomatous,['n']
___um________y,l,rheumatoidally,"['n', 'c', 's', 'p']"
___e___o___e__,s,superpiousness,"['t', 'a', 'l', 'c', 'd']"
aegit__gnat_ae,h,aegithognathae,"['r', 'y']"
_sy__o___lys_s,a,psychoanalyses,"['i', 'r', 't']"
__rric_neproof,a,hurricaneproof,['k']
su___st_g__t__,a,subfastigiated,"['n', 'c', 'o']"
chen______ce_e,a,chenopodiaceae,"['s', 'l', 'r', 't']"
________s___l_,e,extroversively,"['a', 'n', 'c', 'p', 'u']"
r_di__rib__i__,t,redistributive,"['a', 'o', 'l']"
hy_e_hy_____sy,r,hyperhypocrisy,"['l', 't', 'a']"
me_emp__cho_ic,s,metempsychosic,['a']
b_lli__r_nci_s,e,belligerencies,['a']
__urs_u_r_n_ss,e,foursquareness,"['t', 'i', 'c', 'h']"
s_eepysound_n_,l,sleepysounding,"['h', 't']"
_ea_an__kene__,s,seamanlikeness,"['r', 'h', 'd', 'w']"
_ow_o_____o___,d,lowconditioned,"['a', 'r', 's', 'h']"
mu_cu______t_c,l,musculoelastic,"['r', 'n', 'p']"
_n___on_f_ro_s,i,antimoniferous,"['c', 'l', 'g']"
i_par_i_ipa___,l,imparticipable,"['y', 'n', 's']"
_o_m_________y,n,nonmasculinity,"['e', 'r', 'g', 'f', 'p']"
r___n_r_l_z_n_,i,recentralizing,"['o', 'u', 'd']"
_ilicatizati_n,s,silicatization,['f']
_u_s_s____u_us,q,quasistrenuous,"['p', 'c', 'm', 'l', 'd']"
_p_t_______p__,o,ophthalmocopia,"['r', 'e', 's', 'g']"
_ctinotric_i_m,a,actinotrichium,['s']
_ym_oliz_tion_,s,symbolizations,"['h', 'p']"
e__a_topla_mic,s,ergastoplasmic,"['n', 'u']"
_uas_zealousl_,q,quasizealously,['g']
over_reasi_ess,g,overgreasiness,"['p', 't']"
__au___o__o___,c,claustrophobic,"['e', 'n', 'd', 'g', 'm']"
_nt_r__ll_n_t_,i,interpollinate,"['c', 'u', 'm']"
_r___r___al___,i,tripersonality,"['c', 'm', 'u', 'z', 'g']"
_icro_eolo_i_t,g,microgeologist,"['n', 'a']"
_gu__odo___d__,a,iguanodontidae,"['l', 'r', 'c']"
___l___l_s____,p,applepolishing,"['t', 'c', 'r', 'y', 'u']"
ery__roc_rpous,t,erythrocarpous,"['n', 'g']"
h__________ic_,a,hematodynamics,"['r', 'l', 'p', 'g', 'u']"
__appointm_nt_,e,reappointments,"['c', 'u']"
_onop_t_ongi_e,h,monophthongize,"['a', 'r']"
des_a______ess,i,despairingness,"['t', 'l', 'c']"
pr____cti__i__,n,presanctifying,"['o', 'l', 'u', 'd']"
_dm_n_______ng,i,administrating,"['o', 'e', 'l', 'c']"
a__i_a__ia____,t,antiparliament,"['c', 'y', 's', 'u']"
_er_ec___n_en_,t,perfectionment,"['a', 's', 'v']"
___________ing,l,flamesparkling,"['o', 't', 'c', 'u', 'd']"
ma___ac__rab__,u,manufacturable,"['i', 'o', 's']"
count_r__r_dox,a,counterparadox,['h']
g__ecom__i_c_l,a,gynecomaniacal,"['r', 't']"
_ette_______e_,a,betterbalanced,"['i', 'o', 's', 'u']"
_e_fdetr_ction,l,selfdetraction,['u']
v_ronic___id__,e,veronicellidae,['t']
__rr___n__n___,e,ferromanganese,"['i', 't', 'c', 'd', 'u']"
_____lat______,o,chocolatebrown,"['i', 's', 'u', 'p']"
_ho_o_o__o_i_g,p,photocomposing,"['r', 'l', 'd', 'a']"
wo_l_wea__ness,r,worldweariness,"['u', 'h']"
_a____i_a_i___,o,factorizations,"['l', 'e', 'm', 'd', 'p']"
a_t_a_t_vat__n,i,autoactivation,"['r', 's', 'f']"
___em__i_____y,o,nonemotionally,"['r', 'c', 'u']"
c_on__om___c__,a,chondromalacia,"['t', 'e', 's']"
q____i__i____s,l,quadrillionths,"['e', 'c', 'g', 'm', 'p']"
_h_rm_co_o_i_l,a,pharmacopoeial,"['g', 't']"
_____f_l______,s,youthfulnesses,"['i', 'a', 'r', 'c']"
_a_a_a__i_a___,l,paratactically,"['m', 'g', 'n', 'b']"
theo_ybu_ld_n_,i,theorybuilding,['s']
__l____a__la__,u,multigranulate,"['o', 's', 'c', 'p', 'y']"
__n_ricolumnar,t,ventricolumnar,"['d', 'g']"
re_ommend__ory,t,recommendatory,"['u', 'i']"
_ele_copic_lly,t,telescopically,"['u', 'r']"
undramat_ca___,l,undramatically,['e']
___r____r_n___,a,tetrasporangia,"['c', 'u', 'l', 'h', 'd']"
__r__p_opuri__,e,mercaptopurine,"['s', 'l', 'y']"
_______le_____,n,windowcleaning,"['t', 'r', 's', 'p']"
_ig_mi_d_d____,n,highmindedness,"['a', 'o', 'l']"
o_e_app_a_s_ng,i,overappraising,['u']
_ri_r_s___tt__,d,primrosedotted,"['a', 'n', 'l']"
_ress_r_______,i,pressurization,"['l', 'c', 'g', 'd', 'y']"
_______e__i__l,p,nondyspeptical,"['r', 'h', 'm', 'u']"
wood___ft_____,s,woodcraftiness,"['h', 'g', 'l']"
d_s_ressedness,t,distressedness,['p']
_____c__c__r_d,e,sablecinctured,"['o', 'h', 'p', 'm', 'y']"
cylind_oogi__l,a,cylindroogival,['e']
_y______p_i___,a,hyetographical,"['s', 'm', 'n', 'd']"
__e___s______y,l,unegoistically,"['r', 'p', 'v', 'd', 'm']"
he__ad__he___m,l,helladotherium,"['s', 'p', 'n', 'x']"
k___t_n_z_t__n,i,keratinization,"['l', 'u', 's']"
_ap__p___uc_n_,r,vaporproducing,"['e', 't', 's', 'l']"
__ve___e___ll_,n,governmentally,"['i', 'c', 's', 'u', 'd']"
____r__n___lly,s,supersensually,"['i', 't', 'c']"
ov_____i_i_it_,e,overfemininity,"['b', 'l', 'a', 's']"
__e_ch__e_ki__,n,frenchspeaking,"['o', 't', 'v', 'l']"
__d_od____o___,i,radiodiagnosis,"['c', 'e', 't', 'y', 'h']"
d_______b____e,a,disapprobative,"['l', 'n', 'c', 'u', 'm']"
u___f_i______d,r,unrefrigerated,"['l', 'c', 'o', 's']"
p____d_ph_l___,i,pteridophilist,"['a', 'n', 'y']"
_r_d_ctom_s_n_,i,iridectomising,['p']
r_f_d_ral_z_n_,e,refederalizing,"['u', 'o']"
r_i__r___d__ss,e,reiteratedness,"['o', 'v', 'u']"
t_i_e_re_e_te_,d,twicepresented,"['g', 'a', 'h']"
s_ree_swee____,t,streetsweeping,"['l', 'd', 'h', 'c']"
wo__mb_oid___d,e,woeembroidered,"['a', 'l']"
co_nt__sali_nt,e,countersalient,['m']
proto_o_utr_an,l,protosolutrean,"['i', 'c']"
ps_u_____h__i_,c,pseudocatholic,"['r', 'n', 'y', 'm']"
__a___de__a___,t,blastodermatic,"['y', 'u', 'n', 'q', 'p']"
nonind_ctivit_,u,noninductivity,"['e', 'a']"
_heerf_lnesses,c,cheerfulnesses,['w']
u_s___d____ess,n,upstandingness,"['o', 'l', 'r', 'c']"
___r_____or___,a,extrasensorial,"['c', 'p', 'm', 'u']"
s_be__ressions,p,subexpressions,['g']
p______io_l___,s,pretensionless,"['a', 'c', 'u', 'h']"
_h_llodin_tion,p,phyllodination,"['c', 'e']"
___a_i_naln___,s,occasionalness,"['t', 'r', 'u', 'p']"
_nprej_d_c_ted,u,unprejudicated,"['o', 'b']"
____eo__e__o__,y,thyreoidectomy,"['s', 'a', 'p', 'n']"
__l_p_________,s,selfparasitism,"['o', 'n', 'c', 'h', 'u']"
d___e___t_____,s,dispensatorily,"['c', 'u', 'm', 'g', 'h']"
p_eudoce_ca__a,r,pseudocercaria,['y']
a__a_o__sa__o_,n,antagonisation,"['l', 'r', 'c']"
__riur_t_ritis,e,periureteritis,['o']
____r__o______,s,unvirtuousness,"['a', 'l', 'c', 'p', 'm']"
____u__ne__en_,y,oxyluminescent,"['r', 'a', 'p', 'q']"
_n__rogas_ron_,e,enterogastrone,"['i', 'h']"
_re_enetrati_n,p,prepenetration,['g']
_ss_ci_b____ss,a,associableness,"['t', 'u', 'r', 'd']"
un_ym____i_in_,s,unsympathising,"['z', 'e', 'r', 'l']"
gla___n__e____,u,glauconiferous,"['t', 'm', 'd', 'h']"
____e_____a___,n,nonsectionally,"['r', 'p', 'b', 'm', 'u']"
p__c_me__m__e_,r,parchmentmaker,"['o', 'i', 's', 'l']"
s___t_________,e,spectaclemaker,"['i', 'o', 'n', 'h', 'u']"
pe_e__sti_____,l,pederastically,"['n', 'o', 'g', 'u']"
n_n______a___n,i,nonelucidation,"['r', 'p', 'm', 's', 'f']"
pr_h___t_____t,i,prohibitionist,"['e', 'a', 'l']"
a_alia____llu_,y,araliaephyllum,"['n', 'c', 't']"
__l_____p_____,t,teloteropathic,"['s', 'n', 'm', 'u', 'g']"
_t___ylin_i___,a,staphylinoidea,"['r', 'c', 'g']"
__d_p___iating,e,redepreciating,['u']
qu____l__ul___,a,quadriloculate,"['s', 'n', 'g', 'p']"
__as_s_c__t___,e,quasisecretive,"['n', 'o', 'g', 'p']"
r_r__i__ra_io_,t,reregistration,"['l', 'd', 'm', 'v']"
p____cti__i_t_,s,projectionists,"['a', 'f', 'l']"
un__in___r_i__,s,unspinsterlike,"['a', 'o', 'c', 'd']"
___ha_________,n,unthankfulness,"['i', 'o', 'c', 'r']"
c___te____tate,i,counterimitate,"['g', 'p', 's', 'l']"
___al___ya__de,c,cobaltocyanide,"['h', 'p', 'm', 'r']"
_n___i_ifia__e,l,unsolidifiable,"['c', 'r', 'p']"
____ri_i_ati__,e,generification,"['z', 's', 'u', 'l']"
_________r__s_,m,homoiothermism,"['a', 'n', 'c', 'l', 'p']"
_e___g_____e__,a,tetragonalness,"['i', 'u', 'c', 'p', 'd']"
supr_s_nsi_iv_,e,suprasensitive,['o']
p_____p___t___,i,principalities,"['o', 'u', 'd', 'h', 'm']"
_hos_ho_errite,p,phosphoferrite,['c']
__r_____c_r___,e,threeelectrode,"['i', 'a', 's', 'n']"
u____ch_______,d,unmerchandised,"['t', 'o', 'l', 'p', 'y']"
____str__ted__,u,uninstructedly,"['a', 'o', 'b']"
ov_rca__tal_z_,i,overcapitalize,"['u', 'n']"
rho_b_nporphyr,m,rhombenporphyr,"['i', 'a']"
__te__o__t_o_s,i,interpolations,"['u', 'c', 'm']"
_____ns_____n_,t,retransmitting,"['o', 'c', 'u', 'p', 'l']"
p_le__e__r_p__,a,paleogeography,"['t', 'c', 'n']"
___m_nt_scibl_,e,fermentescible,['o']
mu_o__llulosi_,c,mucocellulosic,"['a', 'r']"
_t_r___l_r__i_,s,uterosclerosis,"['a', 'h', 'n', 'p']"
thalami_lo_o_s,f,thalamiflorous,['g']
he______h_____,r,heroworshiping,"['a', 't', 'l', 'c']"
__r_e_____g_st,o,paroemiologist,"['n', 'c', 'h', 'u']"
_o__erce_t_ble,p,nonperceptible,"['a', 's']"
__de____i_i_ls,f,underofficials,"['t', 'p', 'b', 'm']"
u___a___igi_u_,r,ultrareligious,"['n', 'c', 'p', 'f']"
b__zot_trazol_,e,benzotetrazole,['i']
_nt___p_p_u__m,o,anthropophuism,"['e', 'l', 'c']"
un_ntell_g_bl_,i,unintelligibly,"['a', 'o']"
__________at__,c,coccochromatic,"['e', 'd', 'n', 's']"
_an_eneticall_,p,pangenetically,"['m', 'k']"
procr__tin_te_,a,procrastinated,['u']
__inaugu_ating,r,reinaugurating,"['c', 'l']"
_a_________i__,o,paleontologist,"['r', 'c', 'm', 'h']"
__ly_h_s_h____,o,polyphosphoric,"['a', 't', 'e']"
st___st__t_h_d,f,stiffstretched,"['a', 'o', 'n']"
__i______i_sis,o,trichomoniasis,"['e', 'p', 'l', 'd', 'b']"
o__st_o_o_l_a_,i,opisthocoelian,"['r', 'y', 'm', 'g']"
__vers_fol_a_e,i,diversifoliate,"['n', 'u']"
__per__ripting,s,superscripting,['y']
___t___m_nt___,u,subtegumentary,"['i', 'o', 'l', 'c']"
g_________e___,a,galactopoiesis,"['r', 'n', 'u', 'y', 'm']"
__c__________y,e,macromesentery,"['i', 'l', 'u', 'p', 'd']"
p_____p__tica_,o,pseudopoetical,"['h', 'r', 'y']"
s_bco_sc_o_s_s,u,subconsciouses,"['r', 'h', 't', 'a']"
un_at_e___ne__,s,unfatherliness,"['o', 'w', 'p']"
e__ocalcife_ol,r,ergocalciferol,['n']
___bl__ann____,e,humblemannered,"['s', 'o', 't']"
____c_____n___,i,priscillianism,"['e', 'o', 't', 'u', 'h']"
r____atr_at__n,i,reimpatriation,"['l', 'c', 's']"
_asop_og_athi_,n,nasoprognathic,"['v', 'm']"
p_er___igma_ic,t,pterostigmatic,"['h', 'l']"
assa__ab____ss,l,assailableness,"['t', 'v', 'g', 'm']"
incon_cionabl_,e,inconscionable,['y']
___rac__el____,o,thoracodelphus,"['i', 'n', 'g', 'm']"
__p________i__,e,supercelestial,"['o', 'n', 'h', 'y']"
t_tra_ra__at_c,m,tetragrammatic,"['p', 'o', 'd', 'h']"
_mm_______id__,a,ommastrephidae,"['n', 'l', 'c', 'u']"
ant_manag_m_nt,e,antimanagement,"['o', 'u']"
s__r_s___t_ess,a,sacrosanctness,"['i', 'p', 'u']"
p_otody_p_or_a,h,photodysphoria,['m']
hydro_l_oholi_,c,hydroalcoholic,['f']
___l_____r____,n,hoplonemertini,"['a', 's', 'c', 'u']"
_n__tt____n___,u,ungutturalness,"['i', 'b', 'o', 'd', 'm']"
_e____em_me___,h,hephthemimeral,"['o', 'n', 'c', 's', 'y']"
_______i__i_a_,r,underprincipal,"['o', 't', 's', 'h']"
____u___d_l__m,s,sesquipedalism,"['o', 'r', 'n']"
__ct____b___ty,i,rectifiability,"['o', 'n', 's', 'u']"
m_c____c_y____,a,macrodactylous,"['i', 'e', 'h', 'n', 'p']"
co__o_o_o_c___,m,coenomonoecism,"['r', 'l', 't', 'a', 'g']"
pa_a_______g_y,n,palanquiningly,"['r', 'o', 'e']"
republ__a__sed,i,republicanised,['t']
_______a_____g,i,emotionalizing,"['r', 's', 'c', 'p']"
m__lellan_ille,c,mcclellanville,"['o', 'u']"
ove_jo_ousness,y,overjoyousness,['i']
_i_pe____i_ity,s,dispensability,"['r', 'c', 'm', 'o']"
u_mem_______e_,i,unmemorialized,"['t', 's', 'c', 'b', 'h']"
ca_e____e_____,l,caredispelling,"['o', 't', 'm', 'u', 'h']"
_hondrog_o__a_,l,chondroglossal,['i']
_s_______i_i__,d,pseudocumidine,"['t', 'a', 'r', 'l', 'y']"
palaeozoolo_i_,c,palaeozoologic,['s']
r_i___________,l,reinstallments,"['o', 'c', 'h', 'u']"
p_o_opo_ph___n,r,protoporphyrin,"['a', 'm', 'e', 's']"
n_n_e__ibi_i_y,l,nonfeasibility,"['r', 'p', 'd', 'c']"
p_th__hemistry,a,pathochemistry,['d']
_uas___ll_ngly,i,quasiwillingly,['e']
rainbo_paint__,d,rainbowpainted,['l']
___t_m___ta___,o,protomycetales,"['i', 'n', 'u', 'b']"
r_____r_r___n_,g,regulargrowing,"['t', 'p', 's', 'c']"
_upe_oan_e_io_,r,superoanterior,['c']
justi_iarys_i_,p,justiciaryship,['n']
____a___u____a,l,extracolumella,"['i', 'n', 's', 'd']"
___int_____in_,u,subintroducing,"['e', 'a', 'l', 'p']"
mo_ogamo_s_ess,n,monogamousness,"['r', 'd']"
mellow_la_o_ed,f,mellowflavored,"['y', 'p']"
r__ntg_n__aqu_,e,roentgenopaque,"['s', 'l']"
___e_t_e____e_,r,undertreasurer,"['i', 'h', 'o', 'l', 'p']"
st__to____o___,n,stentoraphonic,"['l', 'u', 'm', 'y']"
s_ep___herhood,t,stepfatherhood,"['i', 'l']"
______d______g,i,unstridulating,"['e', 'o', 'c', 'p']"
_h_m_synth_ti_,e,chemosynthetic,['a']
rapture_rou__t,g,rapturewrought,"['n', 's']"
a___i__a_mac_n,r,alexipharmacon,"['g', 't', 's']"
_h_t____mm_t_y,r,photogrammetry,"['c', 'i', 'l']"
de_ers__alized,p,depersonalized,['t']
____r__r_____y,l,assertorically,"['n', 'p', 'u', 'g', 'h']"
u______f_____y,l,unprolifically,"['e', 't', 's', 'd']"
____ig___ill__,t,straightbilled,"['n', 'o', 'u', 'c']"
_en___l_s____n,a,centralisation,"['p', 'u', 'b']"
per___odact_le,s,perissodactyle,['g']
marb__pi__ar_d,l,marblepillared,"['n', 'c']"
_o_n_e___e____,t,countersleight,"['a', 'd', 'p', 'y']"
un______in_ted,s,unassassinated,['c']
__t__g__ss__ns,r,retrogressions,"['a', 'u', 'l', 'p']"
_______et__te_,r,primrosetinted,"['a', 'c', 'u', 'l', 'h']"
un____c__dn___,e,unaffectedness,"['r', 'i', 'h', 'l']"
_r__n__n__r_n_,e,preengineering,"['t', 'o', 'a', 'c']"
h_______u_siv_,e,hyperexcursive,"['o', 'n', 'l', 'a']"
_es_ic___e_ess,d,despicableness,"['t', 'r', 'o', 'u']"
t_a__t_o_a__ty,i,traditionality,"['s', 'c', 'm', 'p']"
noncont__m_nal,i,nonconterminal,['u']
n_uroparal_s_s,i,neuroparalysis,"['t', 'm']"
semibio_o_ic__,l,semibiological,['r']
s_lf_on___ning,e,selfconcerning,"['t', 'a']"
b_________i___,r,bureaucratizes,"['o', 'l', 'n', 'd']"
_o__ebraicall_,n,nonhebraically,"['d', 's']"
confi_tic_ting,a,confisticating,['r']
s____a__e_____,u,sturmabteilung,"['o', 'c', 'p', 'f', 'y']"
________us__ss,r,barbariousness,"['c', 't', 'l', 'p']"
we__p_______e_,l,wellpatronised,"['c', 'u', 'm', 'h', 'f']"
_e__co__e_e_al,r,vesicoureteral,"['n', 'm', 'g', 'f']"
unroman__c_ze_,i,unromanticized,"['s', 'g']"
q__sii_i_i__e_,a,quasiinitiated,"['l', 'c', 'r']"
an_iunive__i_y,t,antiuniversity,"['l', 'c']"
